Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q5KU26	COL12_HUMAN	reviewed	Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin)	COLEC12 CLP1 NSR2 SCARA4 SRCL	Homo sapiens (Human)	742
P17927	CR1_HUMAN	reviewed	Complement receptor type 1 (C3b/C4b receptor) (CD antigen CD35)	CR1 C3BR	Homo sapiens (Human)	2039
Q6YFQ2	CX6B2_HUMAN	reviewed	"Cytochrome c oxidase subunit 6B2 (Cancer/testis antigen 59) (CT59) (Cytochrome c oxidase subunit VIb isoform 2) (COX VIb-2) (Cytochrome c oxidase subunit VIb, testis-specific isoform)"	COX6B2	Homo sapiens (Human)	88
P20023	CR2_HUMAN	reviewed	Complement receptor type 2 (Cr2) (Complement C3d receptor) (Epstein-Barr virus receptor) (EBV receptor) (CD antigen CD21)	CR2 C3DR	Homo sapiens (Human)	1033
P0C5K6	CT18_HUMAN	reviewed	Putative tumor antigen NA88-A (Cancer/testis antigen 18) (CT18)	VENTXP1	Homo sapiens (Human)	33
P16562	CRIS2_HUMAN	reviewed	Cysteine-rich secretory protein 2 (CRISP-2) (Cancer/testis antigen 36) (CT36) (Testis-specific protein TPX-1)	CRISP2 GAPDL5 TPX1	Homo sapiens (Human)	243
Q9H295	DCSTP_HUMAN	reviewed	Dendritic cell-specific transmembrane protein (DC-STAMP) (hDC-STAMP) (Dendrocyte-expressed seven transmembrane protein) (IL-four-induced protein) (FIND) (Transmembrane 7 superfamily member 4)	DCSTAMP TM7SF4	Homo sapiens (Human)	470
Q69YQ0	CYTSA_HUMAN	reviewed	Cytospin-A (Renal carcinoma antigen NY-REN-22) (Sperm antigen with calponin homology and coiled-coil domains 1-like) (SPECC1-like protein)	SPECC1L CYTSA KIAA0376	Homo sapiens (Human)	1117
Q9UN19	DAPP1_HUMAN	reviewed	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide (hDAPP1) (B lymphocyte adapter protein Bam32) (B-cell adapter molecule of 32 kDa)	DAPP1 BAM32 HSPC066	Homo sapiens (Human)	280
Q5M775	CYTSB_HUMAN	reviewed	Cytospin-B (Nuclear structure protein 5) (NSP5) (Sperm antigen HCMOGT-1) (Sperm antigen with calponin homology and coiled-coil domains 1)	SPECC1 CYTSB NSP5	Homo sapiens (Human)	1068
Q9BTE1	DCTN5_HUMAN	reviewed	Dynactin subunit 5 (Dynactin subunit p25)	DCTN5	Homo sapiens (Human)	182
Q96EY1	DNJA3_HUMAN	reviewed	"DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)"	DNAJA3 HCA57 TID1	Homo sapiens (Human)	480
Q96SD1	DCR1C_HUMAN	reviewed	Protein artemis (EC 3.1.-.-) (DNA cross-link repair 1C protein) (Protein A-SCID) (SNM1 homolog C) (hSNM1C) (SNM1-like protein)	DCLRE1C ARTEMIS ASCID SCIDA SNM1C	Homo sapiens (Human)	692
Q9UHG0	DCDC2_HUMAN	reviewed	Doublecortin domain-containing protein 2 (Protein RU2S)	DCDC2 KIAA1154 RU2	Homo sapiens (Human)	476
O95865	DDAH2_HUMAN	reviewed	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 (DDAH-2) (Dimethylarginine dimethylaminohydrolase 2) (EC 3.5.3.18) (DDAHII) (Dimethylargininase-2) (Protein G6a) (S-phase protein)"	DDAH2 DDAH G6A NG30	Homo sapiens (Human)	285
Q9UDY4	DNJB4_HUMAN	reviewed	DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein)	DNAJB4 DNAJW HLJ1	Homo sapiens (Human)	337
O60884	DNJA2_HUMAN	reviewed	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	DNAJA2 CPR3 HIRIP4	Homo sapiens (Human)	412
Q99543	DNJC2_HUMAN	reviewed	"DnaJ homolog subfamily C member 2 (M-phase phosphoprotein 11) (Zuotin-related factor 1) [Cleaved into: DnaJ homolog subfamily C member 2, N-terminally processed]"	DNAJC2 MPHOSPH11 MPP11 ZRF1	Homo sapiens (Human)	621
P29692	EF1D_HUMAN	reviewed	Elongation factor 1-delta (EF-1-delta) (Antigen NY-CO-4)	EEF1D EF1D	Homo sapiens (Human)	281
Q9UGP5	DPOLL_HUMAN	reviewed	DNA polymerase lambda (Pol Lambda) (EC 2.7.7.7) (EC 4.2.99.-) (DNA polymerase beta-2) (Pol beta2) (DNA polymerase kappa)	POLL	Homo sapiens (Human)	575
Q14209	E2F2_HUMAN	reviewed	Transcription factor E2F2 (E2F-2)	E2F2	Homo sapiens (Human)	437
Q16206	ENOX2_HUMAN	reviewed	Ecto-NOX disulfide-thiol exchanger 2 (APK1 antigen) (Cytosolic ovarian carcinoma antigen 1) (Tumor-associated hydroquinone oxidase) (tNOX) [Includes: Hydroquinone [NADH] oxidase (EC 1.-.-.-); Protein disulfide-thiol oxidoreductase (EC 1.-.-.-)]	ENOX2 COVA1	Homo sapiens (Human)	610
Q9P2K8	E2AK4_HUMAN	reviewed	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)	EIF2AK4 GCN2 KIAA1338	Homo sapiens (Human)	1649
Q01094	E2F1_HUMAN	reviewed	Transcription factor E2F1 (E2F-1) (PBR3) (Retinoblastoma-associated protein 1) (RBAP-1) (Retinoblastoma-binding protein 3) (RBBP-3) (pRB-binding protein E2F-1)	E2F1 RBBP3	Homo sapiens (Human)	437
O75521	ECI2_HUMAN	reviewed	"Enoyl-CoA delta isomerase 2, mitochondrial (EC 5.3.3.8) (DRS-1) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Diazepam-binding inhibitor-related protein 1) (DBI-related protein 1) (Dodecenoyl-CoA isomerase) (Hepatocellular carcinoma-associated antigen 88) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI) (Renal carcinoma antigen NY-REN-1)"	ECI2 DRS1 HCA88 PECI	Homo sapiens (Human)	394
P29320	EPHA3_HUMAN	reviewed	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1)	EPHA3 ETK ETK1 HEK TYRO4	Homo sapiens (Human)	983
P29323	EPHB2_HUMAN	reviewed	Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3)	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5	Homo sapiens (Human)	1055
Q9NZ08	ERAP1_HUMAN	reviewed	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)	ERAP1 APPILS ARTS1 KIAA0525 UNQ584/PRO1154	Homo sapiens (Human)	941
O15197	EPHB6_HUMAN	reviewed	Ephrin type-B receptor 6 (HEP) (Tyrosine-protein kinase-defective receptor EPH-6)	EPHB6	Homo sapiens (Human)	1021
P13284	GILT_HUMAN	reviewed	Gamma-interferon-inducible lysosomal thiol reductase (EC 1.8.-.-) (Gamma-interferon-inducible protein IP-30) (Legumaturain)	IFI30 GILT IP30	Homo sapiens (Human)	250
P62993	GRB2_HUMAN	reviewed	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	GRB2 ASH	Homo sapiens (Human)	217
O95267	GRP1_HUMAN	reviewed	RAS guanyl-releasing protein 1 (Calcium and DAG-regulated guanine nucleotide exchange factor II) (CalDAG-GEFII) (Ras guanyl-releasing protein)	RASGRP1 RASGRP	Homo sapiens (Human)	797
Q7LDG7	GRP2_HUMAN	reviewed	RAS guanyl-releasing protein 2 (Calcium and DAG-regulated guanine nucleotide exchange factor I) (CalDAG-GEFI) (Cdc25-like protein) (hCDC25L) (F25B3.3 kinase-like protein)	RASGRP2 CDC25L MCG7	Homo sapiens (Human)	609
P06028	GLPB_HUMAN	reviewed	Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)	GYPB GPB	Homo sapiens (Human)	91
Q99445	GML_HUMAN	reviewed	Glycosyl-phosphatidylinositol-anchored molecule-like protein	GML LY6DL	Homo sapiens (Human)	158
O75791	GRAP2_HUMAN	reviewed	GRB2-related adapter protein 2 (Adapter protein GRID) (GRB-2-like protein) (GRB2L) (GRBLG) (GRBX) (Grf40 adapter protein) (Grf-40) (Growth factor receptor-binding protein) (Hematopoietic cell-associated adapter protein GrpL) (P38) (Protein GADS) (SH3-SH2-SH3 adapter Mona)	GRAP2 GADS GRB2L GRID	Homo sapiens (Human)	330
P00748	FA12_HUMAN	reviewed	Coagulation factor XII (EC 3.4.21.38) (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)]	F12	Homo sapiens (Human)	615
Q969F0	FATE1_HUMAN	reviewed	Fetal and adult testis-expressed transcript protein (Cancer/testis antigen 43) (CT43) (Tumor antigen BJ-HCC-2)	FATE1 FATE	Homo sapiens (Human)	183
Q8N8S7	ENAH_HUMAN	reviewed	Protein enabled homolog	ENAH MENA	Homo sapiens (Human)	591
P12314	FCGR1_HUMAN	reviewed	High affinity immunoglobulin gamma Fc receptor I (IgG Fc receptor I) (Fc-gamma RI) (FcRI) (Fc-gamma RIA) (FcgammaRIa) (CD antigen CD64)	FCGR1A FCG1 FCGR1 IGFR1	Homo sapiens (Human)	374
Q6P179	ERAP2_HUMAN	reviewed	Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP)	ERAP2 LRAP	Homo sapiens (Human)	960
P12034	FGF5_HUMAN	reviewed	Fibroblast growth factor 5 (FGF-5) (Heparin-binding growth factor 5) (HBGF-5) (Smag-82)	FGF5	Homo sapiens (Human)	268
Q15485	FCN2_HUMAN	reviewed	Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35)	FCN2 FCNL	Homo sapiens (Human)	313
Q9Y297	FBW1A_HUMAN	reviewed	F-box/WD repeat-containing protein 1A (E3RSIkappaB) (Epididymis tissue protein Li 2a) (F-box and WD repeats protein beta-TrCP) (pIkappaBalpha-E3 receptor subunit)	BTRC BTRCP FBW1A FBXW1A	Homo sapiens (Human)	605
Q92637	FCGRB_HUMAN	reviewed	High affinity immunoglobulin gamma Fc receptor IB (IgG Fc receptor IB) (Fc-gamma RIB) (FcRIB) (hFcgammaRIB)	FCGR1B IGFRB	Homo sapiens (Human)	280
Q13630	FCL_HUMAN	reviewed	"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1)"	TSTA3 SDR4E1	Homo sapiens (Human)	321
P39748	FEN1_HUMAN	reviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1) (MF1) (hFEN-1)	FEN1 RAD2	Homo sapiens (Human)	380
P02751	FINC_HUMAN	reviewed	Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]	FN1 FN	Homo sapiens (Human)	2386
Q16875	F263_HUMAN	reviewed	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 (6PF-2-K/Fru-2,6-P2ase 3) (PFK/FBPase 3) (6PF-2-K/Fru-2,6-P2ase brain/placenta-type isozyme) (Renal carcinoma antigen NY-REN-56) (iPFK-2) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]"	PFKFB3	Homo sapiens (Human)	520
P30273	FCERG_HUMAN	reviewed	High affinity immunoglobulin epsilon receptor subunit gamma (Fc receptor gamma-chain) (FcRgamma) (Fc-epsilon RI-gamma) (IgE Fc receptor subunit gamma) (FceRI gamma)	FCER1G	Homo sapiens (Human)	86
O75636	FCN3_HUMAN	reviewed	Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (Hakata antigen)	FCN3 FCNH HAKA1	Homo sapiens (Human)	299
Q96PJ5	FCRL4_HUMAN	reviewed	Fc receptor-like protein 4 (FcR-like protein 4) (FcRL4) (Fc receptor homolog 4) (FcRH4) (IFGP family protein 2) (hIFGP2) (Immune receptor translocation-associated protein 1) (CD antigen CD307d)	FCRL4 FCRH4 IFGP2 IRTA1	Homo sapiens (Human)	515
O15117	FYB_HUMAN	reviewed	FYN-binding protein (Adhesion and degranulation promoting adaptor protein) (ADAP) (FYB-120/130) (p120/p130) (FYN-T-binding protein) (SLAP-130) (SLP-76-associated phosphoprotein)	FYB SLAP130	Homo sapiens (Human)	783
Q9BZS1	FOXP3_HUMAN	reviewed	"Forkhead box protein P3 (Scurfin) [Cleaved into: Forkhead box protein P3, C-terminally processed; Forkhead box protein P3 41 kDa form]"	FOXP3 IPEX JM2	Homo sapiens (Human)	431
P04921	GLPC_HUMAN	reviewed	Glycophorin-C (Glycoconnectin) (Glycophorin-D) (GPD) (Glycoprotein beta) (PAS-2') (Sialoglycoprotein D) (CD antigen CD236)	GYPC GLPC GPC	Homo sapiens (Human)	128
P06241	FYN_HUMAN	reviewed	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn)	FYN	Homo sapiens (Human)	537
Q8TDQ0	HAVR2_HUMAN	reviewed	Hepatitis A virus cellular receptor 2 (HAVcr-2) (T-cell immunoglobulin and mucin domain-containing protein 3) (TIMD-3) (T-cell immunoglobulin mucin receptor 3) (TIM-3) (T-cell membrane protein 3)	HAVCR2 TIM3 TIMD3	Homo sapiens (Human)	301
Q9ULT8	HECD1_HUMAN	reviewed	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1)	HECTD1 KIAA1131	Homo sapiens (Human)	2610
O95714	HERC2_HUMAN	reviewed	E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)	HERC2	Homo sapiens (Human)	4834
Q9UII4	HERC5_HUMAN	reviewed	E3 ISG15--protein ligase HERC5 (EC 2.3.2.-) (Cyclin-E-binding protein 1) (HECT domain and RCC1-like domain-containing protein 5)	HERC5 CEB1 CEBP1	Homo sapiens (Human)	1024
P49841	GSK3B_HUMAN	reviewed	Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)	GSK3B	Homo sapiens (Human)	420
Q8IYU2	HACE1_HUMAN	reviewed	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	HACE1 KIAA1320	Homo sapiens (Human)	909
Q5U5R9	HECD2_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2)	HECTD2	Homo sapiens (Human)	776
Q9P2P5	HECW2_HUMAN	reviewed	"E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)"	HECW2 KIAA1301 NEDL2	Homo sapiens (Human)	1572
Q5GLZ8	HERC4_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	HERC4 KIAA1593	Homo sapiens (Human)	1057
Q9UM44	HHLA2_HUMAN	reviewed	HERV-H LTR-associating protein 2 (Human endogenous retrovirus-H long terminal repeat-associating protein 2)	HHLA2	Homo sapiens (Human)	414
Q15034	HERC3_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HERC3 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 3) (HECT-type E3 ubiquitin transferase HERC3)	HERC3 KIAA0032	Homo sapiens (Human)	1050
Q30201	HFE_HUMAN	reviewed	Hereditary hemochromatosis protein (HLA-H)	HFE HLAH	Homo sapiens (Human)	348
Q8IVU3	HERC6_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HERC6 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 6) (HECT-type E3 ubiquitin transferase HERC6)	HERC6	Homo sapiens (Human)	1022
P01782	HV309_HUMAN	reviewed	Immunoglobulin heavy variable 3-9 (Ig heavy chain V-III region DOB)	IGHV3-9	Homo sapiens (Human)	118
P01764	HV323_HUMAN	reviewed	Immunoglobulin heavy variable 3-23 (Ig heavy chain V-III region LAY) (Ig heavy chain V-III region POM) (Ig heavy chain V-III region TEI) (Ig heavy chain V-III region TIL) (Ig heavy chain V-III region TUR) (Ig heavy chain V-III region VH26) (Ig heavy chain V-III region WAS) (Ig heavy chain V-III region ZAP)	IGHV3-23	Homo sapiens (Human)	117
P01767	HV353_HUMAN	reviewed	Immunoglobulin heavy variable 3-53 (Ig heavy chain V-III region BUT)	IGHV3-53	Homo sapiens (Human)	116
Q15751	HERC1_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HERC1 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 1) (HECT-type E3 ubiquitin transferase HERC1) (p532) (p619)	HERC1	Homo sapiens (Human)	4861
Q92619	HMHA1_HUMAN	reviewed	Minor histocompatibility protein HA-1 [Cleaved into: Minor histocompatibility antigen HA-1 (mHag HA-1)]	HMHA1 KIAA0223	Homo sapiens (Human)	1136
Q0VDF9	HSP7E_HUMAN	reviewed	Heat shock 70 kDa protein 14 (HSP70-like protein 1) (Heat shock protein HSP60)	HSPA14 HSP60 HSP70L1	Homo sapiens (Human)	509
P23083	HV102_HUMAN	reviewed	Immunoglobulin heavy variable 1-2 (Ig heavy chain V-I region ND) (Ig heavy chain V-I region V35)	IGHV1-2	Homo sapiens (Human)	117
P01742	HV169_HUMAN	reviewed	Immunoglobulin heavy variable 1-69 (Ig heavy chain V-I region EU) (Ig heavy chain V-I region SIE) (Ig heavy chain V-I region WOL)	IGHV1-69	Homo sapiens (Human)	117
P01817	HV205_HUMAN	reviewed	Immunoglobulin heavy variable 2-5 (Ig heavy chain V-II region HE) (Ig heavy chain V-II region MCE)	IGHV2-5	Homo sapiens (Human)	119
P01762	HV311_HUMAN	reviewed	Immunoglobulin heavy variable 3-11 (Ig heavy chain V-III region TRO)	IGHV3-11	Homo sapiens (Human)	117
P01763	HV348_HUMAN	reviewed	Immunoglobulin heavy variable 3-48 (Ig heavy chain V-III region WEA)	IGHV3-48	Homo sapiens (Human)	117
O95256	I18RA_HUMAN	reviewed	Interleukin-18 receptor accessory protein (IL-18 receptor accessory protein) (IL-18RAcP) (Accessory protein-like) (AcPL) (CD218 antigen-like family member B) (CDw218b) (IL-1R accessory protein-like) (IL-1RAcPL) (Interleukin-1 receptor 7) (IL-1R-7) (IL-1R7) (Interleukin-18 receptor accessory protein-like) (Interleukin-18 receptor beta) (IL-18R-beta) (IL-18Rbeta) (CD antigen CD218b)	IL18RAP IL1R7	Homo sapiens (Human)	599
P01743	HV146_HUMAN	reviewed	Immunoglobulin heavy variable 1-46 (Ig heavy chain V-I region DOT) (Ig heavy chain V-I region HG3) (Ig heavy chain V-I region Mot)	IGHV1-46	Homo sapiens (Human)	117
P01814	HV270_HUMAN	reviewed	Immunoglobulin heavy variable 2-70 (Ig heavy chain V-II region COR) (Ig heavy chain V-II region DAW) (Ig heavy chain V-II region OU) (Ig heavy chain V-II region SESS)	IGHV2-70	Homo sapiens (Human)	119
P01766	HV313_HUMAN	reviewed	Immunoglobulin heavy variable 3-13 (Ig heavy chain V-III region BRO)	IGHV3-13	Homo sapiens (Human)	116
P01772	HV333_HUMAN	reviewed	Immunoglobulin heavy variable 3-33 (Ig heavy chain V-III region HIL) (Ig heavy chain V-III region KOL)	IGHV3-33	Homo sapiens (Human)	117
P01824	HV439_HUMAN	reviewed	Immunoglobulin heavy variable 4-39 (Ig heavy chain V-II region WAH)	IGHV4-39	Homo sapiens (Human)	125
Q7Z6Z7	HUWE1_HUMAN	reviewed	"E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)"	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272	Homo sapiens (Human)	4374
P32942	ICAM3_HUMAN	reviewed	Intercellular adhesion molecule 3 (ICAM-3) (CDw50) (ICAM-R) (CD antigen CD50)	ICAM3	Homo sapiens (Human)	547
Q16666	IF16_HUMAN	reviewed	Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator)	IFI16 IFNGIP1	Homo sapiens (Human)	785
O00425	IF2B3_HUMAN	reviewed	Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (IGF-II mRNA-binding protein 3) (KH domain-containing protein overexpressed in cancer) (hKOC) (VICKZ family member 3)	IGF2BP3 IMP3 KOC1 VICKZ3	Homo sapiens (Human)	579
P13598	ICAM2_HUMAN	reviewed	Intercellular adhesion molecule 2 (ICAM-2) (CD antigen CD102)	ICAM2	Homo sapiens (Human)	275
Q9Y6W8	ICOS_HUMAN	reviewed	Inducible T-cell costimulator (Activation-inducible lymphocyte immunomediatory molecule) (CD antigen CD278)	ICOS AILIM	Homo sapiens (Human)	199
Q92598	HS105_HUMAN	reviewed	Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein)	HSPH1 HSP105 HSP110 KIAA0201	Homo sapiens (Human)	858
P01780	HV307_HUMAN	reviewed	Immunoglobulin heavy variable 3-7 (Ig heavy chain V-III region GAL) (Ig heavy chain V-III region GAR) (Ig heavy chain V-III region JON)	IGHV3-7	Homo sapiens (Human)	117
P01768	HV330_HUMAN	reviewed	Immunoglobulin heavy variable 3-30 (Ig heavy chain V-III region BUR) (Ig heavy chain V-III region CAM) (Ig heavy chain V-III region GA) (Ig heavy chain V-III region NIE)	IGHV3-30	Homo sapiens (Human)	117
Q13351	KLF1_HUMAN	reviewed	Krueppel-like factor 1 (Erythroid krueppel-like transcription factor) (EKLF)	KLF1 EKLF	Homo sapiens (Human)	362
Q9Y5K2	KLK4_HUMAN	reviewed	Kallikrein-4 (EC 3.4.21.-) (Enamel matrix serine proteinase 1) (Kallikrein-like protein 1) (KLK-L1) (Prostase) (Serine protease 17)	KLK4 EMSP1 PRSS17 PSTS	Homo sapiens (Human)	254
Q04759	KPCT_HUMAN	reviewed	Protein kinase C theta type (EC 2.7.11.13) (nPKC-theta)	PRKCQ PRKCT	Homo sapiens (Human)	706
P01602	KV105_HUMAN	reviewed	Immunoglobulin kappa variable 1-5 (Ig kappa chain V-I region CAR) (Ig kappa chain V-I region EU) (Ig kappa chain V-I region HK102) (Ig kappa chain V-I region Kue)	IGKV1-5	Homo sapiens (Human)	117
P01599	KV117_HUMAN	reviewed	Immunoglobulin kappa variable 1-17 (Ig kappa chain V-I region Gal) (Ig kappa chain V-I region WEA)	IGKV1-17	Homo sapiens (Human)	117
P01597	KV139_HUMAN	reviewed	Immunoglobulin kappa variable 1-39 (Ig kappa chain V-I region DEE) (Ig kappa chain V-I region Hau) (Ig kappa chain V-I region Mev) (Ig kappa chain V-I region OU) (Ig kappa chain V-I region Walker)	IGKV1-39	Homo sapiens (Human)	117
P01624	KV315_HUMAN	reviewed	Immunoglobulin kappa variable 3-15 (Ig kappa chain V-III region CLL) (Ig kappa chain V-III region POM)	IGKV3-15	Homo sapiens (Human)	115
